id,name,level,element,map,drops,hp
2726,Strange Tentacle,166,Dark,Avant Plastida: Area 1,"Creasy Skin, Mutated Wood, Perilous Essence, Supple Ring",10000
2727,Strange Tentacle,96,Dark,Plastida: Area 1,"Deseperanza, Weird Creature Cell, Strange Essence, Wriggling Skin",Unknown
2728,Strange Tentacle,167,Dark,Avant Plastida: Area 2,"Creasy Skin, Mutated Wood, Perilous Essence, Supple Ring",10000
2729,Stravos Machina,126,Neutral,Ultimea Palace: Storage Area 1,"Wind Rapier, Container Material, Magic Eye, Huge Iron Wheel",16000
2730,Stravos Machina,127,Neutral,Ultimea Palace: Storage Area 2,"Wind Rapier, Container Material, Magic Eye, Huge Iron Wheel",16000
2731,Stravos Machina,128,Neutral,Ultimea Palace: Demi Machina Storage,"Wind Rapier, Container Material, Magic Eye, Huge Iron Wheel",16000
2732,Strawberry Tapir,230,Wind,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,18000000
2733,Strawberry Tapir,210,Wind,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,9000000
2734,Strawberry Tapir,200,Wind,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,3600000
2735,Strawberry Tapir,190,Wind,Anniversary Arena: 5th Venue,Silpom 5th Anniv Medal,1800000
2736,Strider,174,Water,Nezim Wetlands,"Riverine Barrel, Broken Aquaball, Thin Foot Hair, Damascus Ore",10000
2737,Sufard,98,Earth,Blazing Graben: Upper,"Headband, Scorched Dragon Skin, Hot Pebble, Graben Crystal",16000
2738,Sufard,98,Earth,Blazing Graben: Lower,"Headband, Scorched Dragon Skin, Hot Pebble, Graben Crystal",16000
2739,Sumari,180,Wind,Arche Valley: Area 1,"Wind Slayer Chakram, Mysterious Fang, Long Ear Hair, Hat Brim",22000
2740,Sumari,181,Wind,Arche Valley: Area 2,"Wind Slayer Chakram, Mysterious Fang, Long Ear Hair, Hat Brim",22000
2741,Sumari,182,Wind,Arche Valley: Area 3,"Wind Slayer Chakram, Mysterious Fang, Long Ear Hair, Hat Brim",22000
2742,Sumari,182,Wind,Celesa's Tree Garden,"Flower Nectar, Yummy Pickles, Tricolor Dango II, Moonlight Shield II",Unknown
2743,Summer Potum,80,Water,Saltau's Beach: Beach House,"Soda Water, Apple, Iced Revita, Potum Nail",Unknown
2744,Sunion,76,Fire,Dark Mirror,"Scorching Onion, Flame Arrow, Burning Bulb, Burning Root",4500
2745,Sunion,73,Fire,Dark Mirror,"Scorching Onion, Flame Arrow, Burning Bulb, Burning Root",4000
2746,Sunken Treasure,0,Neutral,-,"Wood Giant Knuckles, Broken Greatsword, Wood Giant Sledgehammer, Bamboo Bow, Mimic Axe, Pezvolador, Caduceus, Firefighter Flag, Murasame",0
2747,Sunlight Potum,100,Light,Event,"Ribbon, Forehead Protector, Headband, Forehead Protector, Headband, Forehead Protector, Headband, Sunlight Potum",Unknown
2748,Sunlight Potum,100,Light,Event,"Forehead Protector, Headband, Forehead Protector, Forehead Protector, Headband, Adventurer's Garb, Adventurer's Garb, Adventurer's Garb, Sunlight Potum",Unknown
2749,Super Death Mushroom,150,Dark,Monster's Forest: Animal Trail,"Mysterious Mushroom, Death Truffle, Adventurer's Garb, Mushroom Venom, Super Costero, Super Death Mushroom",Unknown
2750,Super Night Mushroom (Hanami 2017),100,Dark,Hanami Venue: Summit,"Night Mushroom Mask, Mana Clod, Super Night Mushroom",1570000
2751,Super Night Mushroom (Hanami 2017),80,Dark,Hanami Venue: Summit,"Night Mushroom Mask, Mana Clod, Super Night Mushroom",640000
2752,Super Night Mushroom (Hanami 2017),60,Dark,Hanami Venue: Summit,"Night Mushroom Mask, Mana Clod, Super Night Mushroom",180000
2753,Super Vanilla Potum,195,Neutral,Anniversary Arena: 5th Venue,"Vita Plus V, Revita VII, Fur Collar, Skirt Belt, Straye Garb",Unknown
2754,Suspicious Old Box,0,Neutral,-,"Dragoon Scale, Black Gold Coin, Dark Talisman (Power), Dark Talisman (Flash), Dark Talisman (Unknown), Dark Talisman (Magic), Dark Talisman (Resist)",0
2755,Swanaga,248,Neutral,Little Shrine of Grace: Area 1,"Seapent Bow, Swaying Mane, Watery Fin, Red Coral",0
2756,Swanaga,249,Neutral,Little Shrine of Grace: Area 2,"Seapent Bow, Swaying Mane, Watery Fin, Red Coral",0
2757,Swanaga,250,Neutral,Little Shrine of Grace: Area 3,"Seapent Bow, Swaying Mane, Watery Fin, Red Coral",0
2758,Swirly Whirly,173,Earth,Deltzon Research Zone: Area 1,"Triangulum Bowgun, Frock Coat Scrap, Floating Sphere, Broken Artificial Arm",23000
2759,Swirly Whirly,174,Earth,Deltzon Research Zone: Area 2,"Triangulum Bowgun, Broken Artificial Arm, Frock Coat Scrap, Floating Sphere",23000
2760,Swirly Whirly,175,Earth,Deltzon Research Zone: Area 3,"Triangulum Bowgun, Broken Artificial Arm, Frock Coat Scrap, Floating Sphere",23000
2761,Sword Marionette,40,Neutral,New Moon Palace,"Bone Blade, Magic Marionette Heart, Swordsman Stone Coin, Stone Blade",3200
2762,Sword Marionette,43,Neutral,New Moon Palace: 1st Chamber,"Bone Blade, Magic Marionette Heart, Swordsman Stone Coin, Stone Blade",3600
2763,Tackal,199,Wind,Prime Ramus: Area 1,"Repeating Crossbow, Ramus Wood, Jackal's Fur, Jackal Fang",30000
2764,Tackal,200,Wind,Prime Ramus: Area 2,"Repeating Crossbow, Ramus Wood, Jackal's Fur, Jackal Fang",30000
2765,Tackal,201,Wind,Prime Ramus: Area 3,"Repeating Crossbow, Ramus Wood, Jackal's Fur, Jackal Fang",30000
2766,Tailgon,213,Fire,Tunnel of Trials,"Blazing Tail Arrow, Fervent Tail, Scorching Liquid, Fervent Horn",19197
2767,Tailgon,216,Fire,Tunnel of Trials,"Blazing Tail Arrow, Fervent Tail, Scorching Liquid, Fervent Horn",19737
2768,Tapir,160,Neutral,Blazing Graben: Surface,"Delicious Fruit, Tapir Hood, Fortuita Vestibus, Tapir Fur, Dreaming Bead, Super Fluffy Coat Bit, Tapir",7813000
2769,Tapir,140,Neutral,Blazing Graben: Surface,"Delicious Fruit, Tapir Hood, Fortuita Vestibus, Tapir Fur, Dreaming Bead, Super Fluffy Coat Bit, Tapir",3906500
2770,Tapir,130,Neutral,Blazing Graben: Surface,"Delicious Fruit, Tapir Hood, Fortuita Vestibus, Tapir Fur, Dreaming Bead, Super Fluffy Coat Bit, Tapir",1562600
2771,Tapir,110,Neutral,Blazing Graben: Surface,"Delicious Fruit, Tapir Hood, Fortuita Vestibus, Tapir Fur, Dreaming Bead, Super Fluffy Coat Bit",78130
2772,Tapir,120,Neutral,Blazing Graben: Surface,"Delicious Fruit, Tapir Hood, Fortuita Vestibus, Tapir Fur, Dreaming Bead, Super Fluffy Coat Bit, Tapir",781300
2773,Tappler,218,Dark,Ruins of Urban Elban,"Strange Dust, Glow Pebble, Geometric Metal Bit, Tappler",Unknown
2774,Tardigrademon,213,Fire,Old Lufenas Mansion Ruins,"Tardigrande Skin, Chitinous Crimson Sphere, Corroded Tail Thorn, Tardigrademon",Unknown
2775,Tardigrande,162,Fire,Old Lufenas Mansion Ruins,"Fruit Cap, Calcareous Tooth Stinger, Corroded Tail Thorn, Tardigrande Skin",12000
2776,Tardigrande,159,Fire,Old Lufenas Mansion Ruins,"Fruit Cap, Calcareous Tooth Stinger, Corroded Tail Thorn, Tardigrande Skin",12000
2777,Targa,72,Water,Abyss of No Return: Area 1,"Cracked Carapace, Ancient Moss, Tough Carapace, Magic Brooch, Shura Koshirae",Unknown
2778,Targa,77,Water,Abyss of No Return: Area 2,"Cracked Carapace, Ancient Moss, Tough Carapace, Magic Brooch, Shura Koshirae",Unknown
2779,Targa,78,Water,Abyss of No Return: Area 3,"Cracked Carapace, Ancient Moss, Tough Carapace, Magic Brooch, Shura Koshirae",Unknown
2780,Tarmuckus,217,Dark,Operation Zone: Residential Area,"Greasy Oil, Concentrated Tar, Iron Pipe, Luster Staff",39836
2781,Tarmuckus,218,Dark,Operation Zone: Climate Control Area,"Greasy Oil, Concentrated Tar, Iron Pipe, Luster Staff",40200
2782,Teertocrit,200,Fire,Manor of Surprises,"Flower Nectar (Bouquet), Ginger Cake, Barmbrack, Zombie Cake, Pumpkin Cookie, Jack Pudding, Pumpkin Candy, Pumpkin Soup, Potum Ghost Behind U, Teertocrit",7050000
2783,Tehon,122,Earth,Curonne Forest: East,"Pompoko Meat, Fur Vest, Vertical Stripe Fur, Light Red Hair",6500
2784,Tehon,119,Earth,Curonne Forest: East,"Pompoko Meat, Fur Vest, Vertical Stripe Fur, Light Red Hair",6500
2785,Tehon,131,Earth,Curonne Forest: North Area 1,"Curved Edge, Vertical Stripe Fur, Good Fertilizer, Light Red Hair",13000
2786,Tehon,119,Earth,Sakura Castle: Outside,"Flower Nectar, Tricolor Dango, Cherry Blossom Crystal, Sakura Cloud Pyroxene",8000
2787,Tenoblepas,125,Wind,Mt. Mithurna: Entrance,"Cushy Fur, Cracked Hunting Horn, Vocal Sac, HP+500",10000
2788,Tenoblepas,130,Wind,Rokoko Plains,"Cushy Fur, Cracked Hunting Horn, Vocal Sac, HP+500",10000
2789,Tenoblepas,126,Wind,Rokoko Plains,"Cushy Fur, Cracked Hunting Horn, Vocal Sac, HP+500",10000
2790,Tepipotamus,209,Earth,Mt. Vulcani: Area 1,"Aeras Blade, Hippo Leather, Blood Sweat, Thick Hippo Fang",37000
2791,Tepipotamus,210,Earth,Mt. Vulcani: Area 2,"Aeras Blade, Hippo Leather, Blood Sweat, Thick Hippo Fang",37000
2792,Tepipotamus,211,Earth,Mt. Vulcani: Area 3,"Aeras Blade, Hippo Leather, Blood Sweat, Thick Hippo Fang",37000
2793,Terratulin,252,Earth,Eumano Village Ruins: Area 1,"Flower Nectar, Healthy Bulb, Green Petal, Sphere Staff",0
2794,Terratulin,253,Earth,Eumano Village Ruins: Area 2,"Flower Nectar, Healthy Bulb, Green Petal, Sphere Staff",0
2795,Terratulin,254,Earth,Eumano Village Ruins: Area 3,"Flower Nectar, Healthy Bulb, Green Petal, Sphere Staff",0
2796,Tetracle,206,Dark,Arstida: Area 1,"Geometric Armor Bit, Corroded Tentacle, Mutated Rock, Shirogane",39000
2797,Tetracle,208,Dark,Arstida: Area 2,"Geometric Armor Bit, Corroded Tentacle, Mutated Rock, Shirogane",39000
2798,The Claws of Death,155,Dark,Anniversary Arena: 3rd Venue,"Magiadd V, Revita VI, Golpom 3rd Anniv Medal",550000
2799,The Claws of Death,195,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Magiadd V, Bropom 4th Anniv Medal",5500000
2800,The Claws of Death,175,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Magiadd V, Bropom 4th Anniv Medal",2750000
2801,The Claws of Death,165,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Magiadd V, Bropom 4th Anniv Medal",1100000
2802,The Claws of Death,155,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Magiadd V, Bropom 4th Anniv Medal",550000
2803,The Claws of Death,195,Dark,Anniversary Arena: 3rd Venue,"Magiadd V, Revita VI, Golpom 3rd Anniv Medal",5500000
2804,The Claws of Death,175,Dark,Anniversary Arena: 3rd Venue,"Magiadd V, Revita VI, Golpom 3rd Anniv Medal",2750000
2805,The Claws of Death,165,Dark,Anniversary Arena: 3rd Venue,"Magiadd V, Revita VI, Golpom 3rd Anniv Medal",1100000
2806,The Cursed Venom Arm,155,Dark,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita VI, Golpom 3rd Anniv Medal",550000
2807,The Cursed Venom Arm,195,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Vita Plus V, Bropom 4th Anniv Medal",5500000
2808,The Cursed Venom Arm,175,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Vita Plus V, Bropom 4th Anniv Medal",2750000
2809,The Cursed Venom Arm,165,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Vita Plus V, Bropom 4th Anniv Medal",1100000
2810,The Cursed Venom Arm,155,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Vita Plus V, Bropom 4th Anniv Medal",550000
2811,The Cursed Venom Arm,195,Dark,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita VI, Golpom 3rd Anniv Medal",5500000
2812,The Cursed Venom Arm,175,Dark,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita VI, Golpom 3rd Anniv Medal",2750000
2813,The Cursed Venom Arm,165,Dark,Anniversary Arena: 3rd Venue,"Vita Plus V, Revita VI, Golpom 3rd Anniv Medal",1100000
2814,The Strongest boss in game,999,Earth,Land Under Development,"Sofya City, Colon Met, Colon Leaf, Boss Colon Skin, Boss Colon",100000000
2815,The Tyrannic Thrust,195,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Bropom 4th Anniv Medal",5500000
2816,The Tyrannic Thrust,175,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Bropom 4th Anniv Medal",2750000
2817,The Tyrannic Thrust,165,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Bropom 4th Anniv Medal",1100000
2818,The Tyrannic Thrust,155,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Bropom 4th Anniv Medal",550000
2819,The Tyrannic Thrust,195,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Golpom 3rd Anniv Medal",5500000
2820,The Tyrannic Thrust,175,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Golpom 3rd Anniv Medal",2750000
2821,The Tyrannic Thrust,165,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Golpom 3rd Anniv Medal",1100000
2822,The Tyrannic Thrust,155,Dark,Anniversary Arena: 3rd Venue,"Revita VI, Tentacle's Roar, Adventurer's Garb, Anniversary Cloth, Golpom 3rd Anniv Medal",550000
2823,Thief Rat,122,Earth,Phantom Wisp's Hideout,"Ultra Cheesy Pizza, Phantom Secret Tool, Torn Playing Card, Critical Rate +5",13000
2824,Thug Golem,191,Water,Dark Dragon Shrine: Middle,"Shining Monoeye, Ancient Ingot, Pancake Ice Flower, Thug Golem",Unknown
2825,Tigris Machina,104,Wind,Lufenas Mansion: Garden,"Steel Claw, Huge Metal Fang, Mithril Ore, Dodge+8",4500
2826,Tigris Machina,105,Wind,Lufenas Mansion: Garden,"Steel Claw, Huge Metal Fang, Mithril Ore, Dodge+8",4500
2827,Titeres,160,Dark,Event,"Revita VI, Anti-Degradation, Refinement Powder, Ritual Dress, Orichalcum Ore, Orichalcum, Titeres",4000000
2828,Tomaton,170,Earth,Phasma Forest: Area 1,"Tomato Chips, Kitchen Knife, Salad Dressing, Tomato Seed",29500
2829,Tomaton,171,Earth,Phasma Forest: Area 2,"Tomato Chips, Kitchen Knife, Salad Dressing, Tomato Seed",29844
2830,Topaz Eater,240,Earth,Anniversary Arena: 5th Venue,"Revita VII, Golpom 5th Anniv Medal, Anniversary Silk",22200000
2831,Topaz Eater,220,Earth,Anniversary Arena: 5th Venue,"Revita VII, Golpom 5th Anniv Medal, Anniversary Silk",11100000
2832,Topaz Eater,210,Earth,Anniversary Arena: 5th Venue,"Revita VII, Golpom 5th Anniv Medal, Anniversary Silk",4440000
2833,Topaz Eater,200,Earth,Anniversary Arena: 5th Venue,"Revita VII, Golpom 5th Anniv Medal, Anniversary Silk",2220000
2834,Toretta,163,Earth,Labilans Sector: Area 1,"Elf Berry, Elfin Bow, Labilans Wood, Old Tree Bark",18000
2835,Toretta,165,Earth,Labilans Sector: Area 2,"Elf Berry, Elfin Bow, Labilans Wood, Old Tree Bark",18000
2836,Torexesa,309,Dark,Aquacity: Parliament Hall,"Water City Jewel Box, Corroded Gauntlet, Broken Parliamentary Badge, Orichalcum Ore, Torexesa",100000000
2837,Torexesa,289,Dark,Aquacity: Parliament Hall,"Water City Jewel Box, Broken Parliamentary Badge, Corroded Gauntlet, Orichalcum Ore, Torexesa",50000000
2838,Torexesa,279,Dark,Aquacity: Parliament Hall,"Water City Jewel Box, Corroded Gauntlet, Broken Parliamentary Badge, Orichalcum Ore, Torexesa",20000000
2839,Torexesa,259,Dark,Aquacity: Parliament Hall,"Water City Jewel Box, Broken Parliamentary Badge, Corroded Gauntlet, Orichalcum Ore, Torexesa",1000000
2840,Torpo,7,Neutral,Land Under Development,"Pointed Hat, Rat Hair, Dirty Nail, Woodchip",105
2841,Torpo,8,Neutral,Underground Ruins,"Pointed Hat, Rat Hair, Cracked Stone, Accuracy+2",170
2842,Torpo,9,Neutral,Underground Ruins: B1,"Save Point, Pointed Hat, Rat Hair, Cracked Stone",180
2843,Torpo,10,Neutral,Underground Ruins: B2,"Save Point, Pointed Hat, Cracked Stone",190
2844,Tortuga,40,Water,Icule Lake,"Adventurer's Garb, Turtle Shell, Lizard Skin, Damascus Ore, Shell Shield, Tortuga",13500
2845,Torture Machina,106,Neutral,Small Demi Machina Factory: Area 1,"Skeleton Bow, Curved Blade, Torn Chain, Ball Bearing, Kuro Tsurubami",9000
2846,Torture Machina,106,Neutral,Small Demi Machina Factory: Area 2,"Skeleton Bow, Curved Blade, Torn Chain, Ball Bearing, Kuro Tsurubami",9000
2847,Torture Machina,109,Neutral,Small Demi Machina Factory: Area 3,"Skeleton Bow, Curved Blade, Torn Chain, Ball Bearing, Kuro Tsurubami",9000
2848,Torturock,198,Earth,Prime Ramus: Area 1,"Laguna Sword, Rock-Hard Carapace, Tortoise Oil, Serrated Beak",40000
2849,Torturock,199,Earth,Prime Ramus: Area 2,"Laguna Sword, Rock-Hard Carapace, Tortoise Oil, Serrated Beak",40000
2850,Torturock,200,Earth,Prime Ramus: Area 3,"Laguna Sword, Rock-Hard Carapace, Tortoise Oil, Serrated Beak",40000
2851,Tower Ghost,37,Light,Aulada Ancient Tower,"Circlet, Remnant of Ghost, Broken Equipment, Torn Rope",1040
2852,Toxinaria,170,Dark,Recetacula Sector: Area 1,"Vise Claws, Starfish Crude Venom, Sturdy Papula, Highly Poisonous Crystal",30000
2853,Toxinaria,171,Dark,Recetacula Sector: Area 2,"Vise Claws, Starfish Crude Venom, Sturdy Papula, Highly Poisonous Crystal",30000
2854,Toxinaria,172,Dark,Recetacula Sector: Area 3,"Vise Claws, Starfish Crude Venom, Sturdy Papula, Highly Poisonous Crystal",30000
2855,Toy Bolg,115,Light,Joulu House: Center (Lv 110),"Rostrum Bowgun, Cracked Spear Tip, Gift Toy",15000
2856,Toy Bolg,118,Light,Joulu House: Depot (Lv 100),"Lupus Claws, Cracked Spear Tip, Sacred Red Candle, Gift Toy",15000
2857,Toy Bolg,136,Light,Joulu House: Center (Lv 130),"Golden Sting, Gift Toy, Crescent Blade",20000
2858,Toy Bolg,139,Light,Joulu House: Depot (Lv 130),"Sacred Red Candle, Golden Sting, Gift Toy, Seiun",20000
2859,Toy Bolg,157,Light,Joulu House: Center (Lv 150),"Dirty Leather Shoes, Gift Toy, Shaman Staff",20000
2860,Toy Bolg,160,Light,Joulu House: Depot (Lv 150),"Natra Bowgun, Dirty Leather Shoes, Sacred Red Candle, Gift Toy",20000
2861,Toy Bolg,122,Neutral,Cuervo Jail: 2nd Floor,"Squashed Helm, Knight Doll Core, Crushed Long Lance, MP+250",15000
2862,Toy Bolg,123,Neutral,Cuervo Jail: 3rd Floor,"Squashed Helm, Knight Doll Core, Crushed Long Lance, MP+250",15000
2863,Transcendent Angel Leese,225,Neutral,Anniversary Arena: 4th Venue,"Revita VI, Vita Plus V, Golpom 4th Anniv Medal",10000000
2864,Transcendent Angel Leese,205,Neutral,Anniversary Arena: 4th Venue,"Revita VI, Vita Plus V, Golpom 4th Anniv Medal",5000000
2865,Transcendent Angel Leese,195,Neutral,Anniversary Arena: 4th Venue,"Revita VI, Vita Plus V, Golpom 4th Anniv Medal",2000000
2866,Transcendent Angel Leese,185,Neutral,Anniversary Arena: 4th Venue,"Revita VI, Vita Plus V, Golpom 4th Anniv Medal",1000000
2867,Trast,240,Water,Pipeline Corridor,"Sunken Helmet, Water Deflector Claw, Water Adaptive Shell, Profound Shield",0
2868,Trast,238,Water,Pipeline Corridor,"Sunken Helmet, Water Deflector Claw, Water Adaptive Shell, Profound Shield",0
2869,Treekat,193,Wind,Flumen Plains,"Crystal Ear Cuffs, Cat Wing, Tiny Cat Claw, Lost Cat Mana",14000
2870,Treekat,190,Wind,Flumen Plains,"Crystal Ear Cuffs, Cat Wing, Tiny Cat Claw, Lost Cat Mana",14000
2871,Treemit,191,Earth,Flumen Plains,"Young Tree Bark, Superfluous Branch, Tea Leaf, Great Nature Talisman",16000
2872,Trickster Dragon Mimyugon,278,Earth,Operation Zone: Cockpit Area,"Trickster Kerato, Trickster Wings, Trickster Costume, Trickster Dragon Skin, Detached Tentacle, Trickster Dragon Eye, Trickster Dragon Mimyugon",54000000
2873,Trickster Dragon Mimyugon,258,Earth,Operation Zone: Cockpit Area,"Trickster Kerato, Trickster Wings, Trickster Costume, Trickster Dragon Skin, Detached Tentacle, Trickster Dragon Eye, Trickster Dragon Mimyugon",27000000
2874,Trickster Dragon Mimyugon,248,Earth,Operation Zone: Cockpit Area,"Trickster Kerato, Trickster Wings, Trickster Costume, Trickster Dragon Skin, Detached Tentacle, Trickster Dragon Eye, Trickster Dragon Mimyugon",10800000
2875,Trickster Dragon Mimyugon,238,Earth,Operation Zone: Cockpit Area,"Trickster Kerato, Trickster Wings, Trickster Costume, Trickster Dragon Skin, Detached Tentacle, Trickster Dragon Eye, Trickster Dragon Mimyugon",5400000
2876,Trickster Dragon Mimyugon,228,Earth,Operation Zone: Cockpit Area,"Trickster Kerato, Trickster Wings, Trickster Costume, Detached Tentacle, Trickster Dragon Eye, Trickster Dragon Skin",540000
2877,Trocostida,230,Dark,Nov Diela Area 1,"Energy Bottle EX, Glowing Liposome, Wriggling Latebra, Trocostida",Unknown
2878,Trus,269,Fire,Propulsion System Zone: Power Tank,"Small Wing, Scorching Core, Hot Glass, Trus",12800000
2879,Tulin,144,Earth,Wazeero Street,"Tasty Honey, Big Tuber, Strong Stem, Accuracy+12",7500
2880,Tulin,164,Earth,Sugar Plain,"Tasty Honey, Strong Stem, Sweet and Sour Vine, Gleeful Vine Bangle",2600
2881,Tulin,141,Earth,Wazeero Street,"Tasty Honey, Big Tuber, Strong Stem, Accuracy+12",7500
2882,Tulin,160,Earth,Sugar Plain,"Tasty Honey, Strong Stem, Sweet and Sour Vine, Gleeful Vine Bangle",26000
2883,Tulin,55,Earth,Wanderer's Plain,"Flower Nectar, Thick Root, Growing Vine, MP+150",Unknown
2884,Tulin,118,Earth,Sakura Castle: Outside,"Toram Liquor, Flower Nectar, Sakura Cloud Pyroxene, Cherry Blossom Crystal",6500
2885,Tungkin,168,Water,Phasma Forest: Area 1,"Melting Candy, Floating Pumpkin Lanterns, Pumpkin Waistband, Protruding Tongue",24018
2886,Tungkin,172,Water,Phasma Forest: Area 2,"Melting Candy, Floating Pumpkin Lanterns, Pumpkin Waistband, Protruding Tongue",25158
2887,Turncoon,200,Water,Saltau's Beach (Night),"Floating Paper Lantern, Bake-Danuki's Leaf, Beach Sand, Summer Day Memory",Unknown
